Active,Cured,Date,Deaths,District,State,Total
33,215,2020-07-17,8,Pathankot,Punjab,256
124,144,2020-07-17,1,Samba,Jammu and Kashmir,269
62,209,2020-07-17,0,Ramban,Jammu and Kashmir,271
80,288,2020-07-17,3,Puri,Odisha,371
25,121,2020-07-17,1,Punch,Jammu and Kashmir,147
74,72,2020-07-17,2,Doda,Jammu and Kashmir,148
14,279,2020-07-17,3,Bhadrak,Odisha,296
0,0,2020-07-17,0,Muzaffarabad,Jammu and Kashmir,0
28,27,2020-07-17,0,Kishtwar,Jammu and Kashmir,55
49,155,2020-07-17,1,Bargarh,Odisha,205
553,764,2020-07-17,28,Jalandhar,Punjab,1345
2635,5663,2020-07-17,213,Punjab,Punjab,8511
231,818,2020-07-17,11,Cuttack,Odisha,1060
322,372,2020-07-17,7,Pulwama,Jammu and Kashmir,701
252,320,2020-07-17,14,Budgam,Jammu and Kashmir,586
192,450,2020-07-17,1,Gajapati,Odisha,643
132,420,2020-07-17,2,Balasore,Odisha,554
87,145,2020-07-17,1,Shahid Bhagat Singh Nagar,Punjab,233
598,888,2020-07-17,34,Ludhiana,Punjab,1520
103,295,2020-07-17,3,Bandipora,Jammu and Kashmir,401
96,229,2020-07-17,1,Kathua,Jammu and Kashmir,326
46,125,2020-07-17,2,Fatehgarh Sahib,Punjab,173
20,177,2020-07-17,7,Hoshiarpur,Punjab,204
11,203,2020-07-17,5,Tarn Taran,Punjab,219
13,139,2020-07-17,1,Sri Muktsar Sahib,Punjab,153
73,93,2020-07-17,3,Ferozepur,Punjab,169
54,115,2020-07-17,0,Faridkot,Punjab,169
45,90,2020-07-17,6,Kapurthala,Punjab,141
52,95,2020-07-17,4,Bathinda,Punjab,151
36,112,2020-07-17,4,Moga,Punjab,152
164,889,2020-07-17,56,Amritsar,Punjab,1109
488,223,2020-07-17,12,Patiala,Punjab,723
34,106,2020-07-17,1,Rupnagar,Punjab,141
146,287,2020-07-17,9,S.A.S. Nagar,Punjab,442
42,241,2020-07-17,8,Gurdaspur,Punjab,291
434,972,2020-07-17,17,Khordha,Odisha,1423
15,100,2020-07-17,0,Sambalpur,Odisha,115
38,126,2020-07-17,1,Rayagada,Odisha,165
5,65,2020-07-17,0,Pithoragarh,Uttarakhand,70
0,0,2020-07-17,0,Other State,Kerala,0
1084,3275,2020-07-17,20,Chhattisgarh,Chhattisgarh,4379
427,410,2020-07-17,4,Raipur,Chhattisgarh,841
53,330,2020-07-17,2,Rajnandgaon,Chhattisgarh,385
48,250,2020-07-17,1,Janjgir Champa,Chhattisgarh,299
517,277,2020-07-17,3,Alappuzha,Kerala,798
31,313,2020-07-17,0,Korba,Chhattisgarh,344
251,443,2020-07-17,0,Kasaragod,Kerala,694
308,618,2020-07-17,1,Palakkad,Kerala,928
376,212,2020-07-17,3,Ernakulam,Kerala,592
294,464,2020-07-17,6,Kannur,Kerala,764
230,319,2020-07-17,3,Kollam,Kerala,552
247,422,2020-07-17,4,Thrissur,Kerala,673
161,202,2020-07-17,1,Kottayam,Kerala,364
288,292,2020-07-17,0,Pathanamthitta,Kerala,581
98,97,2020-07-17,1,Wayanad,Kerala,196
120,91,2020-07-17,0,Idukki,Kerala,211
207,268,2020-07-17,2,Kozhikode,Kerala,477
2,76,2020-07-17,0,Chamoli,Uttarakhand,78
181,109,2020-07-17,1,Tinsukia,Assam,291
12,55,2020-07-17,0,Balod,Chhattisgarh,67
14,50,2020-07-17,0,Mansa,Punjab,64
4454,4438,2020-07-17,35,Kerala,Kerala,8931
56,170,2020-07-17,4,Durg,Chhattisgarh,230
49,247,2020-07-17,0,Baloda Bazar,Chhattisgarh,296
138,324,2020-07-17,7,Baghpat,Uttar Pradesh,469
581,509,2020-07-17,5,Malappuram,Kerala,1095
16,0,2020-07-17,0,Charaideo,Assam,16
78,52,2020-07-17,0,Chatra,Jharkhand,130
231,818,2020-07-17,11,Cuttack,Odisha,1060
0,4,2020-07-17,0,Lohit,Arunachal Pradesh,4
192,450,2020-07-17,1,Gajapati,Odisha,643
2,92,2020-07-17,1,Bageshwar,Uttarakhand,95
111,316,2020-07-17,0,Jagatsinghpur,Odisha,427
21,72,2020-07-17,1,Uttarkashi,Uttarakhand,94
17,53,2020-07-17,1,Champawat,Uttarakhand,71
776,224,2020-07-17,6,Thiruvananthapuram,Kerala,1006
736,2867,2020-07-17,50,Uttarakhand,Uttarakhand,3686
6,26,2020-07-17,0,Surajpur,Chhattisgarh,32
20,44,2020-07-17,1,Bastar,Chhattisgarh,65
11,47,2020-07-17,0,Gariaband,Chhattisgarh,58
13,5,2020-07-17,0,Bijapur,Chhattisgarh,18
58,97,2020-07-17,0,Garhwa,Jharkhand,155
2,5,2020-07-17,0,Gaurela Pendra Marwahi,Chhattisgarh,7
25,27,2020-07-17,0,Dakshin Bastar Dantewada,Chhattisgarh,52
1761,2428,2020-07-17,36,Jharkhand,Jharkhand,4225
3,5,2020-07-17,0,Kondagaon,Chhattisgarh,8
275,211,2020-07-17,8,Ranchi,Jharkhand,494
1,1,2020-07-17,1,Other State,Chhattisgarh,3
115,191,2020-07-17,2,Koderma,Jharkhand,308
371,325,2020-07-17,4,East Singhbhum,Jharkhand,700
101,196,2020-07-17,3,Hazaribagh,Jharkhand,300
11,358,2020-07-17,1,Simdega,Jharkhand,370
49,96,2020-07-17,3,Giridih,Jharkhand,148
68,130,2020-07-17,0,Ramgarh,Jharkhand,198
144,155,2020-07-17,7,Dhanbad,Jharkhand,306
20,8,2020-07-17,1,Godda,Jharkhand,29
173,666,2020-07-17,28,Dehradun,Uttarakhand,889
31,98,2020-07-17,1,Gumla,Jharkhand,130
254,271,2020-07-17,3,Udham Singh Nagar,Uttarakhand,528
63,55,2020-07-17,0,Latehar,Jharkhand,118
54,53,2020-07-17,0,Saraikela-Kharsawan,Jharkhand,107
19,5,2020-07-17,0,Sukma,Chhattisgarh,24
18,80,2020-07-17,0,Palamu,Jharkhand,98
10,7,2020-07-17,1,Dhamtari,Chhattisgarh,18
46,45,2020-07-17,2,Bokaro,Jharkhand,93
73,31,2020-07-17,0,Pakur,Jharkhand,104
30,17,2020-07-17,2,Sahibganj,Jharkhand,49
40,58,2020-07-17,0,West Singhbhum,Jharkhand,98
7,28,2020-07-17,0,Jamtara,Jharkhand,35
42,45,2020-07-17,1,Deoghar,Jharkhand,88
12,10,2020-07-17,0,Dumka,Jharkhand,22
4,31,2020-07-17,1,Khunti,Jharkhand,36
1,65,2020-07-17,1,Rudraprayag,Uttarakhand,67
19,85,2020-07-17,0,Dhenkanal,Odisha,104
